DOMAIN,ID,TOKEN
SUBSTANCE,45600701,"mental and behavioural disorders due to use of opioids, residual and late-onset psychotic disorder"
SUBSTANCE,1410357,"mental and behavioural disorders due to use of opioids, unspecified mental and behavioural disorder"
SUBSTANCE,45571718,"mental and behavioural disorders due to use of opioids, unspecified mental and behavioural disorder"
SUBSTANCE,1410356,"mental and behavioural disorders due to use of opioids, unspecified mental and behavioural disorder"
SUBSTANCE,1410344,"mental and behavioural disorders due to use of opioids, withdrawal state"
SUBSTANCE,45571715,"mental and behavioural disorders due to use of opioids, withdrawal state"
SUBSTANCE,1410345,"mental and behavioural disorders due to use of opioids, withdrawal state"
SUBSTANCE,45586194,"mental and behavioural disorders due to use of opioids, withdrawal state with delirium"
SUBSTANCE,1410347,"mental and behavioural disorders due to use of opioids, withdrawal state with delirium"
SUBSTANCE,1410346,"mental and behavioural disorders due to use of opioids, withdrawal state with delirium"
SUBSTANCE,1410423,"mental and behavioural disorders due to use of other stimulants, including caffeine"
SUBSTANCE,45600710,"mental and behavioural disorders due to use of other stimulants, including caffeine"
SUBSTANCE,45576517,"mental and behavioural disorders due to use of other stimulants, including caffeine, amnesic syndrome"
SUBSTANCE,1410439,"mental and behavioural disorders due to use of other stimulants, including caffeine, amnesic syndrome"
SUBSTANCE,1410438,"mental and behavioural disorders due to use of other stimulants, including caffeine, amnesic syndrome"
SUBSTANCE,1410443,"mental and behavioural disorders due to use of other stimulants, including caffeine, other mental and behavioural disorders"
SUBSTANCE,45586211,"mental and behavioural disorders due to use of other stimulants, including caffeine, other mental and behavioural disorders"
SUBSTANCE,1410442,"mental and behavioural disorders due to use of other stimulants, including caffeine, other mental and behavioural disorders"
SUBSTANCE,1410436,"mental and behavioural disorders due to use of other stimulants, including caffeine, psychotic disorder"
SUBSTANCE,45755382,"mental and behavioural disorders due to use of other stimulants, including caffeine, psychotic disorder"
SUBSTANCE,1410435,"mental and behavioural disorders due to use of other stimulants, including caffeine, psychotic disorder"
SUBSTANCE,1410441,"mental and behavioural disorders due to use of other stimulants, including caffeine, residual and late-onset psychotic disorder"
SUBSTANCE,45755383,"mental and behavioural disorders due to use of other stimulants, including caffeine, residual and late-onset psychotic disorder"
SUBSTANCE,1410440,"mental and behavioural disorders due to use of other stimulants, including caffeine, residual and late-onset psychotic disorder"
SUBSTANCE,1410445,"mental and behavioural disorders due to use of other stimulants, including caffeine, unspecified mental and behavioural disorder"
SUBSTANCE,1410444,"mental and behavioural disorders due to use of other stimulants, including caffeine, unspecified mental and behavioural disorder"
SUBSTANCE,45566803,"mental and behavioural disorders due to use of other stimulants, including caffeine, unspecified mental and behavioural disorder"
SUBSTANCE,45586209,"mental and behavioural disorders due to use of other stimulants, including caffeine, withdrawal state with delirium"
SUBSTANCE,1410433,"mental and behavioural disorders due to use of other stimulants, including caffeine, withdrawal state with delirium"
SUBSTANCE,1410434,"mental and behavioural disorders due to use of other stimulants, including caffeine, withdrawal state with delirium"
SUBSTANCE,1410380,mental and behavioural disorders due to use of sedatives or hypnotics
SUBSTANCE,45538018,mental and behavioural disorders due to use of sedatives or hypnotics
SUBSTANCE,1410382,"mental and behavioural disorders due to use of sedatives or hypnotics, acute intoxication"
SUBSTANCE,1410381,"mental and behavioural disorders due to use of sedatives or hypnotics, acute intoxication"
SUBSTANCE,45571723,"mental and behavioural disorders due to use of sedatives or hypnotics, acute intoxication"
SUBSTANCE,45755377,"mental and behavioural disorders due to use of sedatives or hypnotics, amnesic syndrome"
SUBSTANCE,1410395,"mental and behavioural disorders due to use of sedatives or hypnotics, amnesic syndrome"
SUBSTANCE,1410394,"mental and behavioural disorders due to use of sedatives or hypnotics, amnesic syndrome"
SUBSTANCE,1410385,"mental and behavioural disorders due to use of sedatives or hypnotics, dependence syndrome"
SUBSTANCE,1410386,"mental and behavioural disorders due to use of sedatives or hypnotics, dependence syndrome"
SUBSTANCE,45600706,"mental and behavioural disorders due to use of sedatives or hypnotics, dependence syndrome"
SUBSTANCE,1410384,"mental and behavioural disorders due to use of sedatives or hypnotics, harmful use"
SUBSTANCE,45600705,"mental and behavioural disorders due to use of sedatives or hypnotics, harmful use"
SUBSTANCE,1410383,"mental and behavioural disorders due to use of sedatives or hypnotics, harmful use"
SUBSTANCE,1410398,"mental and behavioural disorders due to use of sedatives or hypnotics, other mental and behavioural disorders"
SUBSTANCE,45755378,"mental and behavioural disorders due to use of sedatives or hypnotics, other mental and behavioural disorders"
SUBSTANCE,1410399,"mental and behavioural disorders due to use of sedatives or hypnotics, other mental and behavioural disorders"
SUBSTANCE,1410392,"mental and behavioural disorders due to use of sedatives or hypnotics, psychotic disorder"
SUBSTANCE,45566794,"mental and behavioural disorders due to use of sedatives or hypnotics, psychotic disorder"
SUBSTANCE,1410393,"mental and behavioural disorders due to use of sedatives or hypnotics, psychotic disorder"
SUBSTANCE,45566795,"mental and behavioural disorders due to use of sedatives or hypnotics, residual and late-onset psychotic disorder"
SUBSTANCE,1410396,"mental and behavioural disorders due to use of sedatives or hypnotics, residual and late-onset psychotic disorder"
SUBSTANCE,1410397,"mental and behavioural disorders due to use of sedatives or hypnotics, residual and late-onset psychotic disorder"
SUBSTANCE,1410401,"mental and behavioural disorders due to use of sedatives or hypnotics, unspecified mental and behavioural disorder"
SUBSTANCE,1410400,"mental and behavioural disorders due to use of sedatives or hypnotics, unspecified mental and behavioural disorder"
SUBSTANCE,45538026,"mental and behavioural disorders due to use of sedatives or hypnotics, unspecified mental and behavioural disorder"
SUBSTANCE,1410389,"mental and behavioural disorders due to use of sedatives or hypnotics, withdrawal state"
SUBSTANCE,1410388,"mental and behavioural disorders due to use of sedatives or hypnotics, withdrawal state"
SUBSTANCE,45755375,"mental and behavioural disorders due to use of sedatives or hypnotics, withdrawal state"
SUBSTANCE,45586218,mental and behavioural disorders due to use of tobacco
SUBSTANCE,1410467,mental and behavioural disorders due to use of tobacco
SUBSTANCE,1410481,"mental and behavioural disorders due to use of tobacco, amnesic syndrome"
SUBSTANCE,1410482,"mental and behavioural disorders due to use of tobacco, amnesic syndrome"
SUBSTANCE,45542823,"mental and behavioural disorders due to use of tobacco, amnesic syndrome"
SUBSTANCE,1410486,"mental and behavioural disorders due to use of tobacco, other mental and behavioural disorders"
SUBSTANCE,1410485,"mental and behavioural disorders due to use of tobacco, other mental and behavioural disorders"
SUBSTANCE,45542824,"mental and behavioural disorders due to use of tobacco, other mental and behavioural disorders"
SUBSTANCE,1410480,"mental and behavioural disorders due to use of tobacco, psychotic disorder"
SUBSTANCE,45542822,"mental and behavioural disorders due to use of tobacco, psychotic disorder"
SUBSTANCE,1410479,"mental and behavioural disorders due to use of tobacco, psychotic disorder"
SUBSTANCE,45591118,"mental and behavioural disorders due to use of tobacco, residual and late-onset psychotic disorder"
SUBSTANCE,1410484,"mental and behavioural disorders due to use of tobacco, residual and late-onset psychotic disorder"
SUBSTANCE,1410483,"mental and behavioural disorders due to use of tobacco, residual and late-onset psychotic disorder"
SUBSTANCE,1410487,"mental and behavioural disorders due to use of tobacco, unspecified mental and behavioural disorder"
SUBSTANCE,45542825,"mental and behavioural disorders due to use of tobacco, unspecified mental and behavioural disorder"
SUBSTANCE,1410488,"mental and behavioural disorders due to use of tobacco, unspecified mental and behavioural disorder"
SUBSTANCE,1410476,"mental and behavioural disorders due to use of tobacco, withdrawal state"
SUBSTANCE,1410475,"mental and behavioural disorders due to use of tobacco, withdrawal state"
SUBSTANCE,45576522,"mental and behavioural disorders due to use of tobacco, withdrawal state"
SUBSTANCE,1410477,"mental and behavioural disorders due to use of tobacco, withdrawal state with delirium"
SUBSTANCE,45562026,"mental and behavioural disorders due to use of tobacco, withdrawal state with delirium"
SUBSTANCE,1410478,"mental and behavioural disorders due to use of tobacco, withdrawal state with delirium"
SUBSTANCE,45547682,mental and behavioural disorders due to use of volatile solvents
SUBSTANCE,1410489,mental and behavioural disorders due to use of volatile solvents
SUBSTANCE,1410502,"mental and behavioural disorders due to use of volatile solvents, amnesic syndrome"
SUBSTANCE,1410503,"mental and behavioural disorders due to use of volatile solvents, amnesic syndrome"
SUBSTANCE,45571745,"mental and behavioural disorders due to use of volatile solvents, amnesic syndrome"
SUBSTANCE,1410506,"mental and behavioural disorders due to use of volatile solvents, other mental and behavioural disorders"
SUBSTANCE,45600722,"mental and behavioural disorders due to use of volatile solvents, other mental and behavioural disorders"
SUBSTANCE,1410507,"mental and behavioural disorders due to use of volatile solvents, other mental and behavioural disorders"
SUBSTANCE,45571744,"mental and behavioural disorders due to use of volatile solvents, psychotic disorder"
SUBSTANCE,1410501,"mental and behavioural disorders due to use of volatile solvents, psychotic disorder"
SUBSTANCE,1410500,"mental and behavioural disorders due to use of volatile solvents, psychotic disorder"
SUBSTANCE,1410505,"mental and behavioural disorders due to use of volatile solvents, residual and late-onset psychotic disorder"
SUBSTANCE,45552456,"mental and behavioural disorders due to use of volatile solvents, residual and late-onset psychotic disorder"
SUBSTANCE,1410504,"mental and behavioural disorders due to use of volatile solvents, residual and late-onset psychotic disorder"
SUBSTANCE,1410509,"mental and behavioural disorders due to use of volatile solvents, unspecified mental and behavioural disorder"
SUBSTANCE,1410508,"mental and behavioural disorders due to use of volatile solvents, unspecified mental and behavioural disorder"
SUBSTANCE,45600723,"mental and behavioural disorders due to use of volatile solvents, unspecified mental and behavioural disorder"
SUBSTANCE,1410498,"mental and behavioural disorders due to use of volatile solvents, withdrawal state with delirium"
SUBSTANCE,45557186,"mental and behavioural disorders due to use of volatile solvents, withdrawal state with delirium"
SUBSTANCE,1410499,"mental and behavioural disorders due to use of volatile solvents, withdrawal state with delirium"
SUBSTANCE,45552453,"nicotine dependence, chewing tobacco, with other nicotine-induced disorders"
SUBSTANCE,45571742,"nicotine dependence, chewing tobacco, with unspecified nicotine-induced disorders"
SUBSTANCE,45566810,"nicotine dependence, chewing tobacco, with withdrawal"
SUBSTANCE,45542821,"nicotine dependence, cigarettes, with other nicotine-induced disorders"
SUBSTANCE,45595885,"nicotine dependence, cigarettes, with unspecified nicotine-induced disorders"
SUBSTANCE,45591116,"nicotine dependence, cigarettes, with withdrawal"
SUBSTANCE,45600720,"nicotine dependence, other tobacco product, with other nicotine-induced disorders"
SUBSTANCE,45533085,"nicotine dependence, other tobacco product, with unspecified nicotine-induced disorders"
SUBSTANCE,45552454,"nicotine dependence, other tobacco product, with withdrawal"
SUBSTANCE,45586219,"nicotine dependence, unspecified, with other nicotine-induced disorders"
SUBSTANCE,45581435,"nicotine dependence, unspecified, with unspecified nicotine-induced disorders"
SUBSTANCE,45571741,"nicotine dependence unspecified, with withdrawal"
SUBSTANCE,45571712,opioid abuse with intoxication delirium
SUBSTANCE,45566782,opioid abuse with opioid-induced mood disorder
SUBSTANCE,1568109,opioid abuse with opioid-induced psychotic disorder
SUBSTANCE,45562007,"opioid abuse with opioid-induced psychotic disorder, unspecified"
SUBSTANCE,45576499,opioid abuse with opioid-induced psychotic disorder with delusions
SUBSTANCE,45571713,opioid abuse with opioid-induced psychotic disorder with hallucinations
SUBSTANCE,45542793,opioid abuse with opioid-induced sexual dysfunction
SUBSTANCE,1568110,opioid abuse with other opioid-induced disorder
SUBSTANCE,45542794,opioid abuse with other opioid-induced disorder
SUBSTANCE,45576500,opioid abuse with unspecified opioid-induced disorder
SUBSTANCE,45542796,opioid dependence with intoxication delirium
SUBSTANCE,45605460,opioid dependence with opioid-induced mood disorder
SUBSTANCE,45566783,opioid dependence with opioid-induced psychotic disorder
SUBSTANCE,45566784,"opioid dependence with opioid-induced psychotic disorder, unspecified"
SUBSTANCE,45595854,opioid dependence with opioid-induced psychotic disorder with delusions
SUBSTANCE,45591090,opioid dependence with opioid-induced psychotic disorder with hallucinations
SUBSTANCE,45591091,opioid dependence with opioid-induced sexual dysfunction
SUBSTANCE,1568112,opioid dependence with other opioid-induced disorder
SUBSTANCE,45566785,opioid dependence with other opioid-induced disorder
SUBSTANCE,45605461,opioid dependence with unspecified opioid-induced disorder
SUBSTANCE,45557160,opioid dependence with withdrawal
SUBSTANCE,1568106,opioid related disorders
SUBSTANCE,1568113,"opioid use, unspecified"
SUBSTANCE,45586196,"opioid use, unspecified, uncomplicated"
SUBSTANCE,45566786,"opioid use, unspecified with intoxication delirium"
SUBSTANCE,45586198,"opioid use, unspecified with opioid-induced mood disorder"
SUBSTANCE,1568115,"opioid use, unspecified with opioid-induced psychotic disorder"
SUBSTANCE,45595856,"opioid use, unspecified with opioid-induced psychotic disorder, unspecified"
SUBSTANCE,45591095,"opioid use, unspecified with opioid-induced psychotic disorder with delusions"
SUBSTANCE,45605464,"opioid use, unspecified with opioid-induced psychotic disorder with hallucinations"
SUBSTANCE,45557162,"opioid use, unspecified with opioid-induced sexual dysfunction"
SUBSTANCE,45595857,"opioid use, unspecified with other opioid-induced disorder"
SUBSTANCE,1568116,"opioid use, unspecified with other specified opioid-induced disorder"
SUBSTANCE,45533068,"opioid use, unspecified with unspecified opioid-induced disorder"
SUBSTANCE,45586197,"opioid use, unspecified with withdrawal"
SUBSTANCE,1410231,"organic amnesic syndrome, not induced by alcohol and other psychoactive substances"
SUBSTANCE,45533062,"organic amnesic syndrome, not induced by alcohol and other psychoactive substances"
SUBSTANCE,1410232,"organic amnesic syndrome, not induced by alcohol and other psychoactive substances"
SUBSTANCE,44836956,other alcohol-induced mental disorders
SUBSTANCE,44819550,other and unspecified alcohol dependence
SUBSTANCE,44825305,"other and unspecified alcohol dependence, continuous"
SUBSTANCE,44819551,"other and unspecified alcohol dependence, episodic"
SUBSTANCE,44828838,"other and unspecified alcohol dependence, in remission"
SUBSTANCE,44831100,"other and unspecified alcohol dependence, unspecified"
SUBSTANCE,45533089,other psychoactive substance abuse with intoxication delirium
SUBSTANCE,45595891,other psychoactive substance abuse with other psychoactive substance-induced disorder
SUBSTANCE,1568198,other psychoactive substance abuse with other psychoactive substance-induced disorders
SUBSTANCE,45562031,other psychoactive substance abuse with psychoactive substance-induced anxiety disorder
SUBSTANCE,45542829,other psychoactive substance abuse with psychoactive substance-induced mood disorder
SUBSTANCE,45595890,other psychoactive substance abuse with psychoactive substance-induced persisting amnestic disorder
SUBSTANCE,45581438,other psychoactive substance abuse with psychoactive substance-induced persisting dementia
SUBSTANCE,1568197,other psychoactive substance abuse with psychoactive substance-induced psychotic disorder
SUBSTANCE,45562030,"other psychoactive substance abuse with psychoactive substance-induced psychotic disorder, unspecified"
SUBSTANCE,45566818,other psychoactive substance abuse with psychoactive substance-induced psychotic disorder with delusions
SUBSTANCE,45600726,other psychoactive substance abuse with psychoactive substance-induced psychotic disorder with hallucinations
SUBSTANCE,45566819,other psychoactive substance abuse with unspecified psychoactive substance-induced disorder
SUBSTANCE,1568199,other psychoactive substance dependence
SUBSTANCE,45542830,"other psychoactive substance dependence, uncomplicated"
SUBSTANCE,45586226,other psychoactive substance dependence with intoxication
SUBSTANCE,45591122,other psychoactive substance dependence with intoxication delirium
SUBSTANCE,45586227,"other psychoactive substance dependence with intoxication, uncomplicated"
SUBSTANCE,45600727,"other psychoactive substance dependence with intoxication, unspecified"
SUBSTANCE,45547687,other psychoactive substance dependence with intoxication with perceptual disturbance
SUBSTANCE,45562033,other psychoactive substance dependence with other psychoactive substance-induced disorder
SUBSTANCE,1568200,other psychoactive substance dependence with other psychoactive substance-induced disorders
SUBSTANCE,45591124,other psychoactive substance dependence with psychoactive substance-induced anxiety disorder
SUBSTANCE,45600729,other psychoactive substance dependence with psychoactive substance-induced mood disorder
SUBSTANCE,45542833,other psychoactive substance dependence with psychoactive substance-induced persisting amnestic disorder
SUBSTANCE,45571746,other psychoactive substance dependence with psychoactive substance-induced persisting dementia
SUBSTANCE,45542832,other psychoactive substance dependence with psychoactive substance-induced psychotic disorder
SUBSTANCE,45562032,"other psychoactive substance dependence with psychoactive substance-induced psychotic disorder, unspecified"
SUBSTANCE,45595892,other psychoactive substance dependence with psychoactive substance-induced psychotic disorder with delusions
SUBSTANCE,45595893,other psychoactive substance dependence with psychoactive substance-induced psychotic disorder with hallucinations
SUBSTANCE,45581439,other psychoactive substance dependence with psychoactive substance-induced sexual dysfunction
SUBSTANCE,45600730,other psychoactive substance dependence with psychoactive substance-induced sleep disorder
SUBSTANCE,45576528,other psychoactive substance dependence with unspecified psychoactive substance-induced disorder
SUBSTANCE,45547688,other psychoactive substance dependence with withdrawal
SUBSTANCE,45576527,other psychoactive substance dependence with withdrawal delirium
SUBSTANCE,45542831,"other psychoactive substance dependence with withdrawal, uncomplicated"
SUBSTANCE,45591123,"other psychoactive substance dependence with withdrawal, unspecified"
SUBSTANCE,45600728,other psychoactive substance dependence with withdrawal with perceptual disturbance
SUBSTANCE,1568194,other psychoactive substance related disorders
SUBSTANCE,1568201,"other psychoactive substance use, unspecified"
SUBSTANCE,45552463,"other psychoactive substance use, unspecified, uncomplicated"
SUBSTANCE,45538053,"other psychoactive substance use, unspecified with intoxication with delirium"
SUBSTANCE,45547692,"other psychoactive substance use, unspecified with other psychoactive substance-induced disorder"
SUBSTANCE,1568205,"other psychoactive substance use, unspecified with other psychoactive substance-induced disorders"
SUBSTANCE,45547691,"other psychoactive substance use, unspecified with psychoactive substance-induced anxiety disorder"
SUBSTANCE,45581441,"other psychoactive substance use, unspecified with psychoactive substance-induced mood disorder"
SUBSTANCE,45547689,"other psychoactive substance use, unspecified with psychoactive substance-induced persisting amnestic disorder"
SUBSTANCE,45547690,"other psychoactive substance use, unspecified with psychoactive substance-induced persisting dementia"
SUBSTANCE,1568204,"other psychoactive substance use, unspecified with psychoactive substance-induced psychotic disorder"
SUBSTANCE,45566829,"other psychoactive substance use, unspecified with psychoactive substance-induced psychotic disorder, unspecified"
SUBSTANCE,45566828,"other psychoactive substance use, unspecified with psychoactive substance-induced psychotic disorder with delusions"
SUBSTANCE,45581442,"other psychoactive substance use, unspecified with psychoactive substance-induced psychotic disorder with hallucinations"
SUBSTANCE,45547693,"other psychoactive substance use, unspecified with unspecified psychoactive substance-induced disorder"
SUBSTANCE,1568203,"other psychoactive substance use, unspecified with withdrawal"
SUBSTANCE,45576530,"other psychoactive substance use, unspecified with withdrawal delirium"
SUBSTANCE,45566826,"other psychoactive substance use, unspecified with withdrawal, uncomplicated"
SUBSTANCE,45566827,"other psychoactive substance use, unspecified with withdrawal, unspecified"
SUBSTANCE,45557192,"other psychoactive substance use, unspecified with withdrawal with perceptual disturbance"
SUBSTANCE,35207140,other psychotic disorder not due to a substance or known physiological condition
SUBSTANCE,44822967,other specified alcohol-induced mental disorders
SUBSTANCE,44834583,other specified drug-induced mental disorders
SUBSTANCE,44820711,other specified drug-induced mental disorders
SUBSTANCE,45576514,other stimulant abuse with intoxication delirium
SUBSTANCE,1568156,other stimulant abuse with other stimulant-induced disorder
SUBSTANCE,45591110,other stimulant abuse with other stimulant-induced disorder
SUBSTANCE,45533078,other stimulant abuse with stimulant-induced anxiety disorder
SUBSTANCE,45595874,other stimulant abuse with stimulant-induced mood disorder
SUBSTANCE,1568155,other stimulant abuse with stimulant-induced psychotic disorder
SUBSTANCE,45605471,"other stimulant abuse with stimulant-induced psychotic disorder, unspecified"
SUBSTANCE,45538036,other stimulant abuse with stimulant-induced psychotic disorder with delusions
SUBSTANCE,45591108,other stimulant abuse with stimulant-induced psychotic disorder with hallucinations
SUBSTANCE,45581430,other stimulant abuse with unspecified stimulant-induced disorder
SUBSTANCE,45595877,other stimulant dependence with intoxication delirium
SUBSTANCE,45557178,other stimulant dependence with other stimulant-induced disorder
SUBSTANCE,1568159,other stimulant dependence with other stimulant-induced disorder
SUBSTANCE,45566802,other stimulant dependence with stimulant-induced anxiety disorder
SUBSTANCE,45605472,other stimulant dependence with stimulant-induced mood disorder
SUBSTANCE,1568158,other stimulant dependence with stimulant-induced psychotic disorder
SUBSTANCE,45571732,other stimulant dependence with stimulant-induced psychotic disorder with delusions
SUBSTANCE,45542810,other stimulant dependence with stimulant-induced psychotic disorder with hallucinations
SUBSTANCE,45591111,other stimulant dependence with unspecified stimulant-induced disorder
SUBSTANCE,1568160,"other stimulant use, unspecified"
SUBSTANCE,45538038,"other stimulant use, unspecified, uncomplicated"
SUBSTANCE,45552447,"other stimulant use, unspecified with intoxication delirium"
SUBSTANCE,1568163,"other stimulant use, unspecified with other stimulant-induced disorder"
SUBSTANCE,45542814,"other stimulant use, unspecified with other stimulant-induced disorder"
SUBSTANCE,45538040,"other stimulant use, unspecified with stimulant-induced anxiety disorder"
SUBSTANCE,45538039,"other stimulant use, unspecified with stimulant-induced mood disorder"
SUBSTANCE,1568162,"other stimulant use, unspecified with stimulant-induced psychotic disorder"
SUBSTANCE,45542813,"other stimulant use, unspecified with stimulant-induced psychotic disorder, unspecified"
SUBSTANCE,45566805,"other stimulant use, unspecified with stimulant-induced psychotic disorder with delusions"
SUBSTANCE,45586213,"other stimulant use, unspecified with stimulant-induced psychotic disorder with hallucinations"
SUBSTANCE,45571733,"other stimulant use, unspecified with unspecified stimulant-induced disorder"
SUBSTANCE,1410973,pathological gambling
SUBSTANCE,35207220,pathological gambling
SUBSTANCE,45600757,pathological gambling
SUBSTANCE,44826528,pathological gambling
SUBSTANCE,1410972,pathological gambling
SUBSTANCE,45562010,"sedative, hypnotic or anxiolytic abuse, uncomplicated"
SUBSTANCE,1568130,"sedative, hypnotic or anxiolytic abuse with intoxication"
SUBSTANCE,45538019,"sedative, hypnotic or anxiolytic abuse with intoxication delirium"
SUBSTANCE,45552436,"sedative, hypnotic or anxiolytic abuse with intoxication, uncomplicated"
SUBSTANCE,45562011,"sedative, hypnotic or anxiolytic abuse with intoxication, unspecified"
SUBSTANCE,45538021,"sedative, hypnotic or anxiolytic abuse with sedative, hypnotic or anxiolytic-induced anxiety disorder"
SUBSTANCE,45595863,"sedative, hypnotic or anxiolytic abuse with sedative, hypnotic or anxiolytic-induced mood disorder"
SUBSTANCE,1568131,"sedative, hypnotic or anxiolytic abuse with sedative, hypnotic or anxiolytic-induced psychotic disorder"
SUBSTANCE,45538020,"sedative, hypnotic or anxiolytic abuse with sedative, hypnotic or anxiolytic-induced psychotic disorder with delusions"
SUBSTANCE,45562012,"sedative, hypnotic or anxiolytic abuse with sedative, hypnotic or anxiolytic-induced psychotic disorder with hallucinations"
SUBSTANCE,45552437,"sedative, hypnotic or anxiolytic abuse with sedative, hypnotic or anxiolytic-induced sleep disorder"
SUBSTANCE,45542802,"sedative, hypnotic or anxiolytic dependence with intoxication delirium"
SUBSTANCE,45566793,"sedative, hypnotic or anxiolytic dependence with other sedative, hypnotic or anxiolytic-induced disorder"
SUBSTANCE,1568135,"sedative, hypnotic or anxiolytic dependence with other sedative, hypnotic or anxiolytic-induced disorders"
SUBSTANCE,45562013,"sedative, hypnotic or anxiolytic dependence with sedative, hypnotic or anxiolytic-induced anxiety disorder"
SUBSTANCE,45595866,"sedative, hypnotic or anxiolytic dependence with sedative, hypnotic or anxiolytic-induced mood disorder"
SUBSTANCE,45557168,"sedative, hypnotic or anxiolytic dependence with sedative, hypnotic or anxiolytic-induced persisting amnestic disorder"
SUBSTANCE,45552440,"sedative, hypnotic or anxiolytic dependence with sedative, hypnotic or anxiolytic-induced persisting dementia"
SUBSTANCE,45538025,"sedative, hypnotic or anxiolytic dependence with sedative, hypnotic or anxiolytic-induced psychotic disorder"
SUBSTANCE,45576506,"sedative, hypnotic or anxiolytic dependence with sedative, hypnotic or anxiolytic-induced psychotic disorder, unspecified"
SUBSTANCE,45581419,"sedative, hypnotic or anxiolytic dependence with sedative, hypnotic or anxiolytic-induced psychotic disorder with delusions"
SUBSTANCE,45542803,"sedative, hypnotic or anxiolytic dependence with sedative, hypnotic or anxiolytic-induced psychotic disorder with hallucinations"
SUBSTANCE,45552442,"sedative, hypnotic or anxiolytic dependence with sedative, hypnotic or anxiolytic-induced sleep disorder"
SUBSTANCE,45576507,"sedative, hypnotic or anxiolytic dependence with unspecified sedative, hypnotic or anxiolytic-induced disorder"
SUBSTANCE,1568129,"sedative, hypnotic or anxiolytic-related abuse"
SUBSTANCE,1568128,"sedative, hypnotic, or anxiolytic related disorders"
SUBSTANCE,1568136,"sedative, hypnotic or anxiolytic-related use, unspecified"
SUBSTANCE,45542804,"sedative, hypnotic, or anxiolytic use, unspecified, uncomplicated"
SUBSTANCE,1568137,"sedative, hypnotic or anxiolytic use, unspecified with intoxication"
SUBSTANCE,45595867,"sedative, hypnotic or anxiolytic use, unspecified with intoxication delirium"
SUBSTANCE,45542805,"sedative, hypnotic or anxiolytic use, unspecified with intoxication, uncomplicated"
SUBSTANCE,45566796,"sedative, hypnotic or anxiolytic use, unspecified with intoxication, unspecified"
SUBSTANCE,45595868,"sedative, hypnotic or anxiolytic use, unspecified with other sedative, hypnotic or anxiolytic-induced disorder"
SUBSTANCE,1568140,"sedative, hypnotic or anxiolytic use, unspecified with other sedative, hypnotic or anxiolytic-induced disorders"
SUBSTANCE,45562015,"sedative, hypnotic or anxiolytic use, unspecified with sedative, hypnotic or anxiolytic-induced anxiety disorder"
SUBSTANCE,45605466,"sedative, hypnotic or anxiolytic use, unspecified with sedative, hypnotic or anxiolytic-induced mood disorder"
SUBSTANCE,45533073,"sedative, hypnotic or anxiolytic use, unspecified with sedative, hypnotic or anxiolytic-induced persisting amnestic disorder"
SUBSTANCE,45542806,"sedative, hypnotic or anxiolytic use, unspecified with sedative, hypnotic or anxiolytic-induced persisting dementia"
SUBSTANCE,1568139,"sedative, hypnotic or anxiolytic use, unspecified with sedative, hypnotic or anxiolytic-induced psychotic disorder"
SUBSTANCE,45586204,"sedative, hypnotic or anxiolytic use, unspecified with sedative, hypnotic or anxiolytic-induced psychotic disorder, unspecified"
SUBSTANCE,45581422,"sedative, hypnotic or anxiolytic use, unspecified with sedative, hypnotic or anxiolytic-induced psychotic disorder with delusions"
SUBSTANCE,45571725,"sedative, hypnotic or anxiolytic use, unspecified with sedative, hypnotic or anxiolytic-induced psychotic disorder with hallucinations"
SUBSTANCE,45586205,"sedative, hypnotic or anxiolytic use, unspecified with sedative, hypnotic or anxiolytic-induced sleep disorder"
SUBSTANCE,45547679,"sedative, hypnotic or anxiolytic use, unspecified with unspecified sedative, hypnotic or anxiolytic-induced disorder"
SUBSTANCE,45538027,"sedative, hypnotic or anxiolytic use, unspecified with withdrawal with perceptual disturbances"
SUBSTANCE,44831080,unspecified alcohol-induced mental disorders
SUBSTANCE,44836958,unspecified drug-induced mental disorder
SUBSTANCE,35207141,unspecified psychosis not due to a substance or known physiological condition
DEVELOPMENTAL,44828850,academic underachievement disorder of childhood or adolescence
DEVELOPMENTAL,1595688,angelman syndrome
DEVELOPMENTAL,35207257,asperger's syndrome
DEVELOPMENTAL,45576562,asperger syndrome
DEVELOPMENTAL,1411112,asperger syndrome
DEVELOPMENTAL,1411113,asperger syndrome
DEVELOPMENTAL,44821835,attention deficit disorder of childhood
DEVELOPMENTAL,44822997,attention deficit disorder with hyperactivity
DEVELOPMENTAL,44829951,attention deficit disorder without mention of hyperactivity
DEVELOPMENTAL,45552506,"attention-deficit hyperactivity disorder, combined type"
DEVELOPMENTAL,35207264,"attention-deficit hyperactivity disorder, other type"
DEVELOPMENTAL,35207263,"attention-deficit hyperactivity disorder, predominantly hyperactive type"
DEVELOPMENTAL,35207262,"attention-deficit hyperactivity disorder, predominantly inattentive type"
DEVELOPMENTAL,1568263,attention-deficit hyperactivity disorders
DEVELOPMENTAL,35207265,"attention-deficit hyperactivity disorder, unspecified type"
DEVELOPMENTAL,1411103,atypical autism
DEVELOPMENTAL,1411104,atypical autism
DEVELOPMENTAL,45595923,atypical autism
DEVELOPMENTAL,35207254,autistic disorder
DEVELOPMENTAL,44827659,autistic disorder
DEVELOPMENTAL,44819543,"autistic disorder, current or active state"
DEVELOPMENTAL,44825295,"autistic disorder, residual state"
